0d0c80d3-02f7-4235-8efb-8a396f2220e6,2024-01-25 15:48:27.945060,2024-01-25 15:48:27.945060,Wargroove,SWITCH,FINISHED,8
4a640562-837f-4fe6-af5e-1c9983ae4b26,2024-01-25 15:48:59.082097,2024-01-25 15:48:59.082097,Digimon Cyber Sleuth,SWITCH,PLAYING,None
9441a7b6-0fed-4df6-a907-7f00b24a942c,2024-01-25 16:36:20.911066,2024-01-25 16:36:20.911066,Triangle Strategy,PC,BACKLOG,None
320ee8aa-d270-4421-9b18-60226ce12162,2024-01-26 13:01:08.133771,2024-01-26 13:01:08.133771,Pokemon Legends Arceus,SWITCH,BACKLOG,7
686b79e9-784b-46ff-ade2-67d49a51a62c,2024-01-26 13:23:56.274765,2024-01-26 13:23:56.274765,Azure Striker Gunvolt,PC,FINISHED,9
d517f3f5-2b50-46b7-ab44-138b7f072fed,2024-01-27 16:52:19.009102,2024-01-27 20:00:01.892100,Axiom Verge,SWITCH,PLAYING,None
